Screen Name,Tweet ID,Dates,Tweets
OilBRK,524189150937763842,10/20/2014,"Lower Oil Prices Are Unambiguously Good: Steep stock market corrections often create shrouds of pess... http://t.co/0FeDwx7dDy #Oil #BRK"
OilBRK,524247883692769280,10/20/2014,"4 Inverse ETFs to Short Oil as Crude Prices Tumble: These short oil ETFs could gain if oil prices co... http://t.co/r1buFCwUje #Oil #BRK"
CNNMoneyInvest,524298126631256064,10/20/2014,"After strong earnings, Apple stock is trading above $100 again in after market hours http://t.co/aJizxB6Q7i $AAPL"
CNBCnow,524313151529955329,10/20/2014,"ALERT: Abbvie announces $5 billion stock buyback program, and an increase in the company's quarterly dividend by 17%. • $ABBV"
OilBRK,524375103308443648,10/21/2014,"Triple Whammy Looms for China’s Oil Refiners as Crude Plunges: The oil price drop is adding up to a ... http://t.co/zxroi3t5zu #Oil #BRK"
OilBRK,524425869708632065,10/21/2014,"Oil at $80 a Barrel Muffles Forecasts for U.S. Shale Boom: The bear market in oil has analysts reass... http://t.co/OOZ00BX3Pi #Oil #BRK"
OilBRK,524477178621071360,10/21/2014,"Oil climbs to $86 as China oil demand rises: Brent crude oil rose to around $86 a barrel on Tuesday ... http://t.co/8i8E1nmZ2L #Oil #BRK"
OilBRK,524528125644779520,10/21/2014,"Oil at $80 a Barrel Muffles Forecasts for U.S. Shale Boom: The bear market in oil has analysts reass... http://t.co/uRXkAO2Lfn #Oil #BRK"
WSJMoneyBeat,524598369755607040,10/21/2014,"IBM down 14% this year, worst-performing Dow stock of 2014 http://t.co/4djsAe2jKQ @WSJMoneyBeat @KevinKingsbury $IBM http://t.co/DEVzWIKhLn"
CNBCnow,524626774249209856,10/21/2014,"ALERT: Dan Loeb recommends $AMGN at Robin Hood conf., stock pops 4%; Third Point wants company to explore split » http://t.co/oXFQODFNja"
OilBRK,524651840370012160,10/21/2014,"How Cheap Oil Could Become a Real Problem for Airlines: If crude oil is priced under $100 per barrel... http://t.co/7LQGHHSVzQ #Oil #BRK"
CNNMoneyInvest,524652882252271616,10/21/2014,"Despite profits tanking 30% last quarter, McDonald's stock ends the day a mere 0.6% down http://t.co/QCuLKuuudg $MCD http://t.co/39bQ6tdiRc"
FoxBusiness,524682233479565312,10/21/2014,"If we were to see cost cutting..., the stock would rally tomorrow. @MariaBartiromo on @marissamayer's statement on $YHOO 3Q earnings."
OilBRK,524766315433578497,10/22/2014,"How Cheap Oil Could Become a Real Problem for Airlines: If crude oil is priced under $100 per barrel... http://t.co/gJYCozGJg4 #Oil #BRK"
OilBRK,524899129575497729,10/22/2014,"Oil prices firm before weekly US inventories: World oil prices firmed on Wednesday as traders eyed r... http://t.co/ia94WZMuaI #Oil #BRK"
CNNMoneyInvest,525016050984034304,10/22/2014,"Do you eat @dominos? Investors are gobbling it up. $DPZ stock closed at record high today http://t.co/EP4szDedVE http://t.co/Kudy3mHxmM"
OilBRK,525029656563425280,10/22/2014,"Oil resumes slide, falling $2 after second big U.S. stock build: Oil prices resumed their deep downw... http://t.co/TTd44wnG9D #Oil #BRK"
OilBRK,525036197630861313,10/22/2014,"Oil prices fall again. Buckle up for gas prices below $3.: Crude oil prices just keep falling, and g... http://t.co/vwV6vvcMXu #Oil #BRK"
OilBRK,525146816459706368,10/23/2014,"Oil will tumble to $70 says new 'bond king': The meltdown in the oil market is not over yet. http://t.co/sQDHkqbAM2 #Oil #BRK"
OilBRK,525257000079196162,10/23/2014,"Plunging oil prices challenge geopolitical, energy industry assumptions: Global oil prices have fall... http://t.co/aAcSJzPuzE #Oil #BRK"
OGJOnline,525318020319563777,10/23/2014,"Meanwhile, worldwide #oil prices rose early today on report #SaudiArabia supplied less oil to market in Sept. http://t.co/U02z5j4txc"
EnergyTomorrow,525318425858834432,10/23/2014,"RT @scottlincicome: Great piece by @Ed_Crooks on US oil production, improving productivity and lower global prices (hint: the mkt works)ht…"
WSJMoneyBeat,525341084390793216,10/23/2014,"As Amazon earnings loom, the options market indicates results will be a snoozefest for the stock http://t.co/4Db7klFBX1 via @saumvaish $AMZN"
OilBRK,525378128886378497,10/23/2014,"Oil prices: Will the slide hurt the US shale boom?: Oil prices continue to fall, putting pressure on... http://t.co/29Lpf0VCbP #Oil #BRK"
CNBCnow,525379252343308289,10/23/2014,"ALERT: Pfizer announces $11 billion stock buy back program. • $PFE"
OilBRK,525592236864446464,10/24/2014,"Cenovus, Husky take oil price drop in stride, stress flexibility is key: Executives with two big Can... http://t.co/9K1x7XoTwG #Oil #BRK"
OilBRK,525707815654940672,10/24/2014,"Here's why oil could slide further: Crude oil continues to flirt with the key $80 per barrel level, ... http://t.co/Ny2Dsx9OHg #Oil #BRK"
OilBRK,525707816267313152,10/24/2014,"Oil could slide further, but where's the bottom?: Crude oil continues to flirt with the key $80 per ... http://t.co/eJJELg7HPY #Oil #BRK"
OilBRK,525821262677811201,10/25/2014,"Oil will tumble to $70 says new ‘bond king’: The meltdown in the oil market is not over yet. That’s ... http://t.co/aHG3La0JRB #Oil #BRK"
OilBRK,525821263365672963,10/25/2014,"Technology has blindsided oil states: “The price of oil will hit its floor and it will rise again,” ... http://t.co/Q6cgTxxxp8 #Oil #BRK"
OilBRK,526040013755015168,10/25/2014,"Gulf states risk deficit as oil price falls: IMF head: Oil-dependent Gulf states will face budget sh... http://t.co/y89zENk3Qk #Oil #BRK"
OilGasMalaysia,526045926151172099,10/25/2014,"What low oil prices mean for us - The Star Online http://t.co/yMFnK36TGm"
OilBRK,526194396476092417,10/26/2014,"Oil wars: Saudi vs the world?: As global oil prices tumble, we ask why the country that is OPEC’s ki... http://t.co/2YOgs7Tfr5 #Oil #BRK"
OilBRK,526484786508865536,10/26/2014,"Oil's slide a blow, not a boon to Asian refiners: * Crude oil down 25 pct to mid-$80s from June peak... http://t.co/BkrPEArCEY #Oil #BRK"
EconBizFin,526493510053412864,10/26/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/iwFW3HsQ4B http://t.co/AuhlSXdpxi"
malaysiakini,526575352026759169,10/27/2014,"Prices of oil are down 22% year-to-date. Yet, little-known Carimin Petroleum is planning to list on Bursa on Nov 10. http://t.co/LWZKJk8qZx"
OilBRK,526667914833711104,10/27/2014,"Brent oil drops below $86 after Goldman cuts forecasts: Brent crude oil fell below $86 a barrel on M... http://t.co/su7Zipqc2q #Oil #BRK"
OilBRK,526710972828762112,10/27/2014,"Oil Drops After Goldman Cuts Forecasts: Brent crude oil fell towards $85 a barrel on Monday after Go... http://t.co/wZJj3SZ0gE #Oil #BRK"
CNNMoneyInvest,526734054646104064,10/27/2014,"Apple stock still hovering close to all-time high of $105.49 despite the Apple Pay spat with CVS and RiteAid $AAPL http://t.co/csAXrsd0HA"
CNNMoneyInvest,526735321783103488,10/27/2014,"Hazmat suit maker Lakeland ($LAKE) is raising $11mil through a private placement stock sale http://t.co/rFiQVPrzvb http://t.co/y1CGFJkjZ1"
EnergyTomorrow,526740168410009600,10/27/2014,"The oil &amp; natural gas industry generates approximately $1.2 trillion in annual gross product in the U.S. http://t.co/YyjPPKrPtM"
OilBRK,526763725659721729,10/27/2014,"Oil prices continue slide; EU strikes a climate deal; US emissions tick up [Recharge]: Oil prices ar... http://t.co/Ye8OdCsA1E #Oil #BRK"
EY_OilGas,526800617898246146,10/27/2014,"#EY’s #US #oil and #gas quarterly outlook shows oil price slide could threaten expected growth in production http://t.co/4nnxmrGiqY"
CNBCnow,526805403594944512,10/27/2014,"After dipping below $80 per barrel, crude oil settles a penny lower, at $81: http://t.co/3W76MvVaYT"
OilBRK,526820705665417216,10/27/2014,"No signs of oil production cutbacks...yet: Companies have yet to cut oil production even with prices... http://t.co/Znm0SFyN4J #Oil #BRK"
CNNMoneyInvest,526827974210093056,10/27/2014,"Twitter reports 284 million monthly active users. EPS comes it (as expected) at 1 cent a share. Stock down about 9% $TWTR"
OriginOil,526875174785007616,10/27/2014,"Mega-Fracking - This chart says it all. It's the daily price of U.S. WTI crude oil blend as of yesterday's close http://t.co/Jkb5c0fRBG"
OilBRK,527055370213023745,10/28/2014,"The Cost of Cheap Oil: The world price of oil - Brent Crude - fell below $84 per barrel on October 1... http://t.co/O8rxAyAEN0 #Oil #BRK"
CrudeOilPrices,527059821066215424,10/28/2014,"High oil production keeping gas prices lower, AAA says. http://t.co/BFHpT9er2a http://t.co/LKOkajJ4ws"
OilBRK,527064967220969473,10/28/2014,"OPEC: Hobbit Or Orc?: The recent drop of $20 or so in oil prices from near all-time highs has pundit... http://t.co/BNzMBS4L28 #Oil #BRK"
CrudeOilPrices,527103712641429504,10/28/2014,"Brent crude oil prices for December delivery shed around 40 cents early Tuesday to trade at $85.41 per barrel. http://t.co/7xbp1qX8iG"
OilBRK,527103966614532097,10/28/2014,"The Cost of Cheap Oil: The world price of oil – Brent Crude – fell below $84 per barrel on October 1... http://t.co/5TcqJKsAly #Oil #BRK"
OilBRK,527104450138079232,10/28/2014,"For some states, cheap oil isn't good: The recent drop in oil prices may soon take a big bite out of... http://t.co/VsQi61RKXp #Oil #BRK"
oilandgasnews,527107088380866560,10/28/2014,"BP raises dividend for third quarter despite drop in oil prices and profits  http://t.co/otQiIxoNC2"
FoxBusiness,527135185427365889,10/28/2014,"RT @jessicaherzberg: Want to make $? @cvpayne says buy CMG #chipotle! http://t.co/54lKHlRijg Get stock tips each night 6p @FoxBusiness! #in…"
CNBCnow,527135589242765312,10/28/2014,"ALERT: $IBM authorizes additional $5 billion for stock repurchase plan"
PlattsOil,527150327058141184,10/28/2014,"RT @SPCapitalIQ: US crude oil production up 16%, but prices down…new normal? @PlattsOil @PlattsGas drill down in Sector IQ: Energy. http://…"
WSJMoneyBeat,527172437134557184,10/28/2014,"RT @NicoleFriedman: Why the drop In oil prices caught so many by surprise (hint: it's hard to predict geopolitics) http://t.co/2vWpp6Tqq8 v…"
CNNMoneyInvest,527188958384771074,10/28/2014,"RT @LaMonicaBuzz: $FB beats on earnings and sales. Stock down about 1% after hours. But it's early. This will likely be a volatile few minu…"
OilBRK,527274996012285952,10/29/2014,"Oil Price: Beginning Of A Downtrend: Summary The IEA’s Mid-Term Oil Market Balance may be the only c... http://t.co/uwHdh4oGE9 #Oil #BRK"
EconBizFin,527331701216014336,10/29/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/lrEglc16MS http://t.co/UnEYnnra4X"
malaysiakini,527354350180380673,10/29/2014,"M'sia looks to GST for revenue as oil prices drop http://t.co/AjYgcXSX8U http://t.co/dl6aB76SNV"
OilBRK,527435298272067587,10/29/2014,"Oil rises to $87 ahead of Fed statement: Brent crude oil rose to $87 a barrel on Wednesday as trader... http://t.co/MCC30d7h7N #Oil #BRK"
OilBRK,527452092105883648,10/29/2014,"Oil prices rally; OPEC chief plays down recent slide: World oil prices rallied on Wednesday, while O... http://t.co/ftoBqVQbqZ #Oil #BRK"
CrudeOilPrices,527459971836166144,10/29/2014,"Brent crude oil up more than $1 per barrel, trading above $87 early Wednesday. http://t.co/9RrVwQfoji"
EY_OilGas,527478873077059584,10/29/2014,"#EY’s #US #oil and #gas quarterly outlook shows oil price slide could threaten expected growth in production http://t.co/yH9nqLqcOV"
PlattsOil,527479205844770816,10/29/2014,"RT @TheEconomist: Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/WjGBu9whZO http:…"
OilBRK,527484289068195841,10/29/2014,"5 Investing Factors to Consider After a Plunge in Oil Prices: For consumers, the recent drop in oil ... http://t.co/lw0N22AVoQ #Oil #BRK"
OilBRK,527588486887399427,10/29/2014,"Exercising Caution With Exxon, Conoco and Chevron: The recent drop in oil prices has captured the at... http://t.co/EQVbWkT7I9 #Oil #BRK"
OilGasMalaysia,527631064148500480,10/30/2014,"Murphy Oil quarterly profits dip as crude oil prices fall - The City Wire http://t.co/81ZRmi6zyF"
OilGasMalaysia,527631116757659648,10/30/2014,"Murphy Oil quarterly profits dip as crude oil prices fall - The City Wire http://t.co/K4Gd9gjv86"
OilBRK,527639136878878720,10/30/2014,"OPEC Head Tells Oil Market to Stop Panicking About Prices: Everyone in the oil market should stop pa... http://t.co/uKH0kaHzHc #Oil #BRK"
OilGasMalaysia,527640282440142848,10/30/2014,"Murphy Oil quarterly profits dip as crude oil prices fall - The City Wire http://t.co/rGQcykCjlO"
OilBRK,527646739017121792,10/30/2014,"Gold Equals 15 Barrels of Oil in Bearish Sign for Bullion: Add the bear market for oil prices to the... http://t.co/lgBj2LEo0b #Oil #BRK"
EconBizFin,527730162335772672,10/30/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/OcVUmb7ILo http://t.co/I2FZx3IxXB"
OilBRK,527774047463952384,10/30/2014,"Gold Equals 15 Barrels of Oil in Bearish Sign for Bullion: Add the bear market for oil prices to the... http://t.co/9tQVnKYz4a #Oil #BRK"
CNNMoneyInvest,527785307966799873,10/30/2014,"RT @LaMonicaBuzz: $LAKE up 36% #premarket after citing strong interest in protective gear due to Ebola. But this stock is ridiculously vola…"
OilBRK,527807128090587136,10/30/2014,"Is the US oil boom in trouble?: Oil prices have dropped, energy companies are taking on large amount... http://t.co/1y51hkgrRm #Oil #BRK"
OilBRK,527816299246669826,10/30/2014,"World Crude Oil Production and the Oil Price:               How far the oil price will come down an... http://t.co/WqHnbFKsbH #Oil #BRK"
OilBRK,527838736529117184,10/30/2014,"World Crude Oil Production and the Oil Price: In April 2012 I published this post about World Crude ... http://t.co/V3lADmg4vg #Oil #BRK"
CNNMoneyInvest,527854476179546112,10/30/2014,"Keurig Green Mountain is best stock of '14. But can $GMCR stay red hot? http://t.co/UAsWGksNBj via @LaMonicaBuzz http://t.co/Qgu0EVzhU7"
CNNMoneyInvest,527855443792896000,10/30/2014,"RT @JesseSolomonCNN: Funny math: the budgets of energy producing nations are getting ripped apart by low oil prices http://t.co/JZ1FcsNxYg …"
WSJMoneyBeat,527860147935522816,10/30/2014,"RT @erikholmwsj: GoPro options suggest the stock is in for a wild ride after earnings: http://t.co/GHs7TgBAB7 ... via @saumvaish $GPRO"
CNNMoneyInvest,527860310523531264,10/30/2014,"RT @LaMonicaBuzz: #StupidStock Move of the Day! $APT up 10%? Stock downgraded today. $LAKE move silly but at least $LAKE said something abo…"
CNNMoneyInvest,527862104343449600,10/30/2014,"Read all about it: New York Times stock down 6% today. Here's why http://t.co/2rii72o4iO $NYT http://t.co/NFPsLHtOJX"
OilBRK,527866914756763648,10/30/2014,"Oil prices near $80. Is the US shale boom in trouble?: Oil prices continue to drop, energy companies... http://t.co/oomQcgt8aV #Oil #BRK"
EconBizFin,527880381140590592,10/30/2014,"Such a dramatic fall in the price of crude oil has global consequences. Who wins, who loses? http://t.co/rxHH5eFDRu http://t.co/v7Bou3V9Oj"
EY_OilGas,527913313859305472,10/30/2014,"#EY’s #US #oil and #gas quarterly outlook shows oil price slide could threaten expected growth in production http://t.co/R7qTJXrQxO"
BloombergNews,527958903263592448,10/30/2014,"There was a breakdown in a key piece of the $23 trillion U.S. stock market today: http://t.co/8kgRt9d4zE http://t.co/UMVL1etM97"
BloombergNews,528062601096626176,10/31/2014,"Traders split on repeat of Saudi price cut that sparked oil drop http://t.co/bfXVn7fRFB"
malaysiakini,528135628173492225,10/31/2014,"RT @Kinibiz: Plunging oil prices jeopardise costly Asian energy projects http://t.co/ihDMSDaT7N http://t.co/S7Q8x4PcLz"
